Model,Status,Additional_Description,Description,Location_ID,Price,Current can sell Qty,Confirmed,Estimated?,Product Origin Code,Weight,CBF,Master Pack,Catalog_Page
3564WT-30,DS,,"CKTL TBL, CASTERS, WHT FIN",HMLG,119.00(Unit Price),0,,,CPHO,0,8.52,1,
3567-04,DS,,(2) END TBL,HMLG,139.00(Unit Price),0,,,CGQF,0,2.75,1,
3567-05,DS,,(2) SOFA TBL,HMLG,269.00(Unit Price),0,,,CGQF,0,3.22,1,
3567-30,DS,,"(2) CKTL TBL, METAL & VNER",HMLG,249.00(Unit Price),0,,,CGQF,0,4.06,1,
3568-04,DS,,"END TBL, PVC WRAP TOP",HMLG,15.00(Promotional Price),0,,,CGWW,29.48,2.81,1,XT-45
35680-T,DS,,"TV STAND, PVC WRAP TOP",HMLG,,0,,,CGWW,0,6.02,1,
3568-30,DS,,"CKTL TBL, WHEELS, PVC WRAP TOP",HMLG,56.00(Promotional Price),0,,,CGWW,49.28,4.36,1,XT-45
3578-04,DS,,"END TBL W/ 1 DRWR, CHERRY",HMLG,24.00(Promotional Price),0,,,VCDY,48.4,5.51,1,XT-25
3578-30,DS,,"CKTL TBL W/ 2 DRWRS, CHERRY",HMLG,69.00(Promotional Price),0,,,VCDY,94.6,13.87,1,XT-25
3579-04,DS,,"END TBL , ACACIA VNR, ESPRESSO",HMLG,17.00(Promotional Price),0,,,VCDY,35.2,2.8,1,XT-54
3583-04,DS,,"END TBL, RESIN TP & WD BANDING",HMLG,18.00(Promotional Price),0,,,CJJS,30.4,4.3,1,XT-49
3583-30,DS,,"CKTL TBL, RESIN TP & WD BANDING",HMLG,55.00(Promotional Price),0,,,CJJS,53.68,6.65,1,XT-49
3584-04,DS,,"END TBL, RESIN TP & METAL BSE",HMLG,28.00(Promotional Price),0,,,CJJS,53.5,4.3,1,XT-50
3584-30,DS,,"CKTL TBL, RESIN TP & METAL BSE",HMLG,55.00(Promotional Price),0,,,CJJS,77.48,6.65,1,XT-50
3585-04,DS,,"END TBL, GLS TP & SOLID WD BSE",HMLG,19.00(Promotional Price),0,,,CJJS,36.17,3,1,XT-57
3585-30,DS,,"CKTL TBL, GLS TP & SOLID WD BSE",HMLG,57.00(Promotional Price),0,,,CJJS,80.12,7.51,1,XT-57
3589-04,DS,,END TBL,HMLG,69.00(Unit Price),0,,,CGMF,0,3.38,1,
3589-05,DS,,SOFA TBL,HMLG,95.00(Unit Price),0,,,CGMF,0,6.81,1,
3589-30,DS,,CKTL TBL,HMLG,95.00(Unit Price),0,,,CGMF,0,5.62,1,
3604-31,DS,,"3PC OCC TBL, METAL&GLASS, STRAIGHT",HMLG,41.00(Promotional Price),0,,,CPHA,75.24,4.6,1,XT-61
3845G,DS,,(2/2) 3PC BEVEL GLASS TOP         X,HMLG,28.12(Unit Price),1,,,1M,70,2.3,1,
390-011,DS,,COCKTAIL TABLE,HMLG,119.00(Unit Price),0,,,CJJS,90.24,7.48,1,
390-022,DS,,END TABLE,HMLG,99.00(Unit Price),0,,,CJJS,66.74,4.25,1,
4017,DS,,"CASTING DAYBED, SANDSTONE",HMLG,99.00(Unit Price),0,,,CSCV,43.62,6.5,1,
4087-04,DS,TBDS,"END TBL, TEMPERED GLASS INSERT",HMLG,28.00(Promotional Price),0,,,CPHN,35.2,3.65,1,XT-13
4087-05,DS,,"SOFA TBL, TEMPERED GLASS INSERT",HMLG,89.00(Unit Price),0,,,CPHN,47.3,4.67,1,XT-13
4087-30,DS,,"CKTL TBL, TEMPERED GLASS INSERT",HMLG,59.00(Promotional Price),0,,,CPHN,51.7,5.61,1,XT-13
425BOR,DS,,Q RAIL W/2 CROSS ARMS,HMLG,34.00(Unit Price),0,,,O,26,0.46,1,
426BC,DS,,"OTTOMAN CUBE, BI-CAST LEATHER     X",HMLG,,0,,,O,0,3,1,
430,DS,,LEATHER TURTLE OTTOMAN            X,HMLG,,0,,,2,54,14,1,
4430C,DS,,T/F/Q FRAME  *** USE 3656R,HMLG,36.00(Unit Price),0,,,O,26,3,1,
447,DS,,BOMBE CHEST                       X,HMLG,,0,,,2,0,15.5,1,
450,DS,,"NESTING TABLE, 3PC*!              X",HMLG,,0,,,1M,44,8.3,1,
4501-F2,DS,,"LIFT-TOP STORAGE CKTL OTTOMAN, BROWN",HMLG,85.00(Unit Price),0,,,CDHG;CGHG,41.86,9.99,1,H-49
4503PU,DS,,LIFT TOP STORAGE CKTL OTTOMAN ON CASTERS,HMLG,155.00(Unit Price),0,,,CGYQ,93.28,14.4,1,XH-62
4504PU,DS,,"BENCH, 6 LEGS",HMLG,135.00(Unit Price),0,,,CGTS,0,7.41,1,
4505PU,DS,,"BENCH, ARCH",HMLG,109.00(Unit Price),0,,,CGTS,0,5.62,1,
4509FA,DS,,"BENCH, FABRIC",HMLG,75.00(Unit Price),0,,,CGHP,0,5.1,1,
4510BRW,DS,,"STORAGE OTTOMANS (1+1), BROWN",HMLG,65.00(Unit Price),0,,,CGLS,30.8,5.9766,1,XH-44
4510MTD,DS,,"STORAGE OTTOMANS (1+1), MUSTARD",HMLG,65.00(Unit Price),0,,,CGLS,30.8,5.9766,1,XH-44
4511FA,DS,,STORAGE BENCH,HMLG,85.00(Unit Price),0,,,CGLS,0,6.77,1,
4512-12,DS,,"WOOD SHELVES/ETAGERE, PINE",HMLG,,0,,,VCHS,0,10.5,1,
4515FA,DS,,STORAGE BENCH,HMLG,149.00(Unit Price),0,,,CGJI,0,11,1,
4517,DS,,WINE CABINET,HMLG,249.00(Promotional Price),0,,,CJJS,231.53,36.38,1,XH-23
454,DS,,CURIO                             X,HMLG,,0,,,1M,0,54.8,1,
458NF,DS,,"CKTL OTTOMAN TBL, NEW FABRIC",HMLG,115.00(Unit Price),0,,,CGLS,83.6,13.4,1,
459B-PU,DS,,CKTL OTTOMAN W/4 FLIP-TOPS & STORAGES,HMLG,159.00(Unit Price),0,,,CDLS;CGLS,122.32,18.0034,1,H-43
4602PU,DS,,LIFT TOP STORAGE BENCH,HMLG,92.00(Unit Price),0,,,CGLS,35.2,7.7737,1,XH-52
4608GY,DS,,STORAGE OTTOMAN ON CASTERS,HMLG,165.00(Unit Price),0,,,CGLS,55,18.151,1,XXH-62
4610BR-1,DS,,"CHAIR IN A BOX, BROWN P/U",HMLG,65.00(Unit Price),0,,,MCCW,0,6.71,1,
4610BR-4,DS,,"OTTOMAN, BROWN P/U",HMLG,33.00(Unit Price),0,,,MCCW,0,3,1,
4612FA,DS,,"LIFT TOP STORAGE BENCH, FABRIC",HMLG,55.00(Unit Price),0,,,MCCW,0,6.11,1,XH-63
4617-04,DS,,"END TBL, SET UP, POPLAR VNR",HMLG,25.00(Promotional Price),0,,,CJJS,49.68,13.48,1,XT-19
4617-05,DS,,"SOFA TBL, SET UP, POPLAR VNR",HMLG,179.00(Unit Price),0,,,CJJS,79.07,24.09,1,XT-19
4617-12,DS,,"ETAGERE, SET-UP, POPLAR VNR",HMLG,199.00(Unit Price),0,,,CJJS,73.92,29.06,1,XH-6
4617-30,DS,,"CKTL TBL, SET UP, POPLAR VNR",HMLG,179.00(Unit Price),0,,,CJJS,93.24,22.53,1,XT-19
4618-07,DS,,KITCHEN CART W/ WHEELS,HMLG,135.00(Promotional Price),0,,,CJJS,117.39,22.55,1,XH-67
4634M,DS,,WALL MIRROR,HMLG,62.00(Promotional Price),0,,,CJSB,42.13,5.12,1,XH-27
4637M,DS,,WALL MIRROR,HMLG,69.00(Promotional Price),0,,,CJSB,32.12,5.11,1,XH-29
4645M,DS,,WALL MIRROR,HMLG,79.00(Promotional Price),0,,,CJSB,36.08,4.41,1,XH-29
4646M,DS,,WALL MIRROR,HMLG,69.00(Promotional Price),0,,,CJSB,24.42,4.27,1,XXH-41
4648M,DS,,WALL MIRROR,HMLG,129.00(Promotional Price),0,,,CJSB,47.08,5.4,1,XH-30
4657M,DS,TBDS,"WALL MIRROR, 1 PAIR",HMLG,85.00(Promotional Price),3,,,CJSB,28.16,4.24,1,XH-30
4658M,DS,,WALL MIRROR,HMLG,155.00(Unit Price),0,,,CJSB,29.7,6.46,1,XXH-42
4663,DS,,END TABLE,HMLG,43.00(Promotional Price),0,,,CSCV,26.62,10,1,XH-40
4664,DS,,END TABLE,HMLG,59.00(Promotional Price),0,,,CSCV,31.24,12.6,1,XXH-33
4673M,DS,,WALL MIRROR,HMLG,89.00(Promotional Price),0,,,CJSB,42.24,4.69,1,XH-27
4675M,DS,,WALL MIRROR,HMLG,155.00(Unit Price),0,,,CJSB,26.84,5.53,1,XXH-40
4677,DS,,MIRRORED CABINET,HMLG,155.00(Unit Price),0,,,CJSB,89.76,11.3,1,XXH-34
4678,DS,,CABINET,HMLG,,0,,,,0,0,1,
4680CP-SM,DS,,"20.5"" MIRRORED CABINET, CHAMPAGNE",HMLG,135.00(Unit Price),0,,,CJSB,62.92,9.54,1,XXH-36
4682WT-SM,DS,,"20.5"" MIRRORED CABINET, WHITE",HMLG,135.00(Unit Price),0,,,CJSB,62.92,9.54,1,XXH-36
4683,DS,,"STORAGE BENCH, D.BRW P/U",HMLG,,0,,,CGYQ,0,8.19,1,
4686M,DS,,"WALL MIRROR, BLACK",HMLG,55.00(Promotional Price),1,,,CJSB,27.5,4.06,1,XXH-37
4688WHT,DS,TBDS,"ACCENT CABINET, 37""W, WHT",HMLG,91.00(Promotional Price),1,,,CSCV,93.28,17.6,1,XH-26
4689-15,DS,,WRITING DESK,HMLG,199.00(Unit Price),0,,,CPHO,0,10.1,1,
468F3S,DS,,ARMLESS LOUNGE CHAIR,HMLG,89.00(Unit Price),6,,,CGHZ,33.21,6.3,1,XS-172
468F6S,DS,,ARMLESS LOUNGE CHAIR,HMLG,25.00(Promotional Price),0,,,CGHZ,33.21,6.3,1,XS-172
468F7S,DS,,ARMLESS LOUNGE CHAIR,HMLG,25.00(Promotional Price),0,,,CGHZ,33.21,6.3,1,XS-172
468MC,DS,,"COCKTAIL OTTOMAN ON CASTERS, MICROFIBER",HMLG,119.00(Unit Price),0,,,CGLS,66.14,13.7825,1,XH-60
4690-F2,DS,,"X-BASE OTTOMAN, BEIGE",HMLG,35.00(Promotional Price),0,,,CPWL,22,6.62,1,XH-46
4690-F3,DS,,"X-BASE OTTOMAN, INDIGO (BLUE)",HMLG,75.00(Unit Price),0,,,CPWL,22,6.62,1,XH-46
4690-F4,DS,,"X-BASE OTTOMAN, DARK GREY",HMLG,35.00(Promotional Price),0,,,CPWL,22,6.62,1,XH-46
4693-16,DS,,"BOOKSHELF, METAL SHELVES",HMLG,115.00(Unit Price),0,,,CGWW,0,3.23,1,
4695WT-07,DS,,"KITCHEN CART, CSTRS, 3A, WHT",HMLG,59.00(Promotional Price),0,,,MCRT,41.8,3.19,1,XH-26
4696BK-07,DS,,"KITCHEN CART, CSTRS, 3A, BLK",HMLG,95.00(Unit Price),0,,,MCRT,55,3.12,1,XH-25
4697CM-07,DS,,"KITCHEN CART,DROP-LF,CSTRS,3A",HMLG,89.00(Promotional Price),0,,,MCRT,77,5.93,1,XH-27
4698GY-07,DS,,"KITCHEN CART, CSTRS, 3A, GRY",HMLG,47.00(Promotional Price),0,,,MCRT,57.2,4.73,1,XH-26
4699GY-07,DS,,"KITCHEN CART, CSTRS, 3A, GRY",HMLG,59.00(Promotional Price),0,,,MCRT,72.6,4.37,1,XH-25
4707M,DS,,"WALL MIRROR, 3A PACKAGING",HMLG,149.00(Unit Price),0,,,CJSB,0,4.2,1,
4708CN,DS,,"ACCENT CABINET, 3A PACKAGING",HMLG,299.00(Unit Price),0,,,CJSB,0,20.3,1,
4708M,DS,,"WALL MIRROR, 3A PACKAGING",HMLG,159.00(Unit Price),0,,,CJSB,0,5.76,1,
4709M,DS,,"WALL MIRROR, 3A PACKAGING",HMLG,169.00(Unit Price),0,,,CJSB,0,6.64,1,
4710CN,DS,,"ACCENT CABINET, 3A PACKAGING",HMLG,239.00(Unit Price),0,,,CJSB,0,17.5,1,
4711CN,DS,,"ACCENT CABINET, 3A PACKAGING",HMLG,349.00(Unit Price),0,,,CJSB,0,25.8,1,
4711M,DS,,"WALL MIRROR, 3A PACKAGING",HMLG,199.00(Unit Price),0,,,CJSB,0,4.98,1,
4712CN,DS,,"ACCENT CABINET, 3A PACKAGING",HMLG,279.00(Unit Price),0,,,CJSB,0,17.5,1,
4713CN,DS,,"ACCENT CABINET, 3A PACKAGING",HMLG,259.00(Unit Price),0,,,CJSB,0,20.9,1,
4714M,DS,,"WALL MIRROR, 3A PACKAGING",HMLG,149.00(Unit Price),0,,,CJSB,0,5.62,1,
4715M,DS,,"WALL MIRROR, 3A PACKAGING",HMLG,139.00(Unit Price),0,,,CJSB,0,3.78,1,
4716M,DS,,"WALL MIRROR, 3A PACKAGING",HMLG,129.00(Unit Price),0,,,CJSB,0,3.5,1,
4717M,DS,,"WALL MIRROR, 3A PACKAGING",HMLG,149.00(Unit Price),0,,,CJSB,0,4.77,1,
4718M,DS,,"WALL MIRROR, 3A PACKAGING",HMLG,169.00(Unit Price),0,,,CJSB,0,6.07,1,
471CM,DS,,"LIFT TOP STORAGE BENCH, GREY FABRIC",HMLG,91.00(Unit Price),0,,,CGLS,38.94,7.3975,1,XXH-54
471LP,DS,,"LIFT TOP STORAGE BENCH, LEOPARD FABRIC",HMLG,65.00(Promotional Price),0,,,CGLS,38.9,7.3975,1,XH-48
471RED,DS,TBDS,"LIFT TOP STRG BENCH, RED P/U",HMLG,52.00(Promotional Price),0,,,CDLS;CGLS,38.89,7.3975,1,XH-50
4720PU,DS,TBDS,LIFT TOP STORAGE BENCH W/ 2 OTTOMANS,HMLG,63.00(Promotional Price),0,,,CGLS,46.2,6.7301,1,XH-56
4721PU,DS,,4-PIECE COCKTAIL OTTOMAN ON CASTERS,HMLG,85.00(Promotional Price),0,,,CGLS,68.51,18.5185,1,XXH-65
4723BK,DS,,"STORAGE CUBE OTTOMAN, BLACK P/U",HMLG,37.00(Unit Price),0,,,CGLS,18.7,3.2504,1,XH-46
4723BR,DS,,"STORAGE CUBE OTTOMAN, BROWN P/U",HMLG,37.00(Unit Price),0,,,CGLS,18.7,3.2504,1,XH-46
4723GR,DS,,"STORAGE CUBE OTTOMAN, GREEN P/U",HMLG,37.00(Unit Price),0,,,CGLS,18.78,3.2504,1,XH-46
4723WT,DS,,"STORAGE CUBE OTTOMAN, WHITE P/U",HMLG,37.00(Unit Price),0,,,CGLS,18.7,3.2504,1,XH-46
4727,DS,,"ADJUSTABLE TBL, POWDER COATING    X",HMLG,,0,,,CPXX,0,6.72,1,
4729AK,DS,,"CHAIRSIDE TABLE, SLATE, OAK",HMLG,32.00(Unit Price),0,,,CGHE,13.86,1.2,1,XXT-102
4729DA,DS,,"CHAIRSIDE TABLE, SLATE, DARK OAK",HMLG,32.00(Unit Price),0,,,CGHE,13.86,1.2,1,XXT-102
4730RED,DS,,"LIFT TOP STRG BENCH, RED P/U",HMLG,79.00(Unit Price),0,,,CGLS,38.5,6.6127,1,XH-53
4730TPE,DS,,"LIFT TOP STRG BENCH, TAUPE P/U",HMLG,79.00(Unit Price),0,,,CGLS,38.5,6.6127,1,XH-55
4731PU,DS,,"CKTL OTTOMAN TBL W/DRAWERS, P/U",HMLG,,0,,,CGLS,0,15.4,1,
4733BK,DS,,SEE 4733ES,HMLG,,0,,,VCHS,0,7.36,1,
4733ES,DS,,CHEVAL MIRROR W/JLRY ESPRESSO,HMLG,149.00(Unit Price),0,,,VCHS,57.2,7.36,1,
4733WT,DS,,"CHEVAL MIRROR W/JWLRY WRDRB,WHT",HMLG,149.00(Unit Price),0,,,VCHS,57.2,7.36,1,
4735,DS,,SECRETARY DESK,HMLG,159.00(Unit Price),0,,,CJJS,79.99,10,1,
4736,DS,,WRITING DESK,HMLG,219.00(Unit Price),0,,,CJJS,105.16,11.9,1,
4740BG,DS,,"LIFT TOP STORAGE COCKTAIL OTTOMAN, BURGUNDY",HMLG,59.00(Promotional Price),0,,,CGYQ,58.3,10.5,1,XH-45
4740DB,DS,,"LIFT TOP STORAGE COCKTAIL OTTOMAN, DRK BROWN",HMLG,105.00(Unit Price),0,,,CGYQ,58.3,10.5,1,XH-45
4745-02,DS,,CHAIR SIDE TABLE,HMLG,72.00(Unit Price),0,,,CGQF,20.74,1.7578,1,XXT-105
4746-02,DS,,CHAIR SIDE TABLE,HMLG,72.00(Unit Price),0,,,CGQF,16.5,1.5532,1,XXT-106
4749-02,DS,,CHAIR SIDE TABLE,HMLG,82.00(Unit Price),0,,,CGQF,19.84,1.7,1,XXT-103
4766-02,DS,,CHAIR SIDE TABLE,HMLG,69.00(Promotional Price),0,,,CGQF,20.85,2.52,1,XXT-103
4778,DS,,BICYCLE PUB CHAIR (14RD SEAT),HMLG,,0,,,CPWZ,0,5.17,1,
4790,DS,,"CLICK-CLACK FUTON/SOFA,MCROFBR",HMLG,119.00(Unit Price),0,,,CGGI,86.34,17.7,1,
4791PU,DS,,"ELEGANT LOUNGER, P/U",HMLG,125.00(Unit Price),0,,,CGGI,66.11,16.9,1,S-183
4792PU,DS,,"CLICK-CLACK FUTON/SOFA, P/U CUP",HMLG,195.00(Unit Price),0,,,CGGI,128.41,21.4,1,
4805BLK,DS,,"CLICK-CLACK, BLACK P/U",HMLG,149.00(Unit Price),0,,,CGGI,75,16.5,1,
4805WHT,DS,,"CLICK-CLACK, WHITE P/U",HMLG,149.00(Unit Price),0,,,CGGI,75,16.5,1,
4806MBR,DS,,"ELEGANT LOUNGER, BRW MICROFIBER",HMLG,79.00(Unit Price),0,,,CGGI,59.4,11.5,1,XXY-74
481AK,DS,,"K/D WRITING DESK, OAK FIN",HMLG,185.00(Unit Price),0,,,VCGT,132.84,13.7,1,
481AK-11,DS,,"K/D BOOKSHELF, OAK FIN",HMLG,59.00(Unit Price),0,,,VCHH,33.21,3.38,1,
481AKS,DS,,SIDE CHAIR (1PC/CTN) OAK FIN,HMLG,42.00(Unit Price),0,,,VCGT,23.24,2.76,1,
481BK,DS,,"K/D WRITING DESK, BLK FIN",HMLG,185.00(Unit Price),0,,,VCGT,132.84,13.7,1,
481BK-11,DS,,"K/D BOOKSHELF, BLK FIN",HMLG,59.00(Unit Price),0,,,VCHH,33.21,3.38,1,
482,DS,,"K/D WRITING DESK, CONTEMPO",HMLG,185.00(Unit Price),0,,,VCGT,132.84,13.7,1,
482-11,DS,,K/D BOOKSHELF,HMLG,59.00(Unit Price),0,,,VCHH,33.21,3.38,1,
4822BK,DS,,"CLICK CLACK, BLK MICROFIBER",HMLG,75.00(Unit Price),0,,,CPWZ,55,9.38,1,
4824DB,DS,,"CLICK CLACK, CUP-HLDR, D.BRW PU",HMLG,149.00(Unit Price),0,,,CPWZ,103.4,14.8,1,
4825BK,DS,,"CLICK CLACK, CUP HOLDER, BLK PU",HMLG,,0,,,CPWZ,0,19.5,1,
4827FA-A,DS,TBDS,"(1/2) SOFA ARMS, GREY 100%PLYST",HMLG,59.88(Unit Price),0,,,CPWZ,83.6,3.8,1,XY-64
4828BR,DS,,"CLICK CLACK, BROWN MCFBR",HMLG,59.00(Unit Price),0,,,CPWZ,46.2,6.71,1,
4833BLK,DS,,"CLICK CLACK, SPLIT BACK, BLK PU",HMLG,129.00(Unit Price),0,,,CPWZ,90.2,11.4,1,
4837,DS,,SEE 4837* (4837-L/4837-R),HMLG,,0,,,,0,0,1,
4837-L,DS,,(1/2) LSF 2-SEATER W/TRNDL&ARMSL14,HMLG,164.88(Promotional Price),1,,,CPWZ,140.8,26,1,XXY-78
4837-R,DS,,"(2/2) STRG CHAISE,BCK CSHN&FRAML14",HMLG,154.12(Promotional Price),0,,,CPWZ,143,23.4,1,XXY-78
4838,DS,,SEE 4838* (4838-A/4838-B),HMLG,,0,,,,0,0,1,
4848BK-A,DS,TBDS,"(2/2) ARMS, METAL",HMLG,11.12(Promotional Price),0,,,CPWZ,14.3,1.35,1,XXY-75
484F1S,DS,,"ACCENT CHAIR & OTTOMAN, BEIGE",HMLG,135.00(Unit Price),0,,,CGMH,50.6,13.2,1,
484F2S,DS,,"ACCENT CHAIR & OTTOMAN, BROWN",HMLG,135.00(Unit Price),0,,,CGMH,50.6,13.2,1,
485S,DS,,"\SIDE CHAIR, 1PC/CTN           MEZZ",HMLG,,0,,,MCDI,12.37,0.95,1,
4861,DS,,"BOOKCASE, CHAMPAGNE FIN",HMLG,,0,,,TGCC,51,2.32,1,
4864,DS,,"COMPUTER DESK, CHAMPAGNE FIN",HMLG,75.00(Unit Price),0,,,TGCC,76.77,5.19,1,
4867,DS,,"(1/2) COMPUTER DESK, L-FRAME",HMLG,,0,,,TGCC,61.96,2.26,1,
488F9S,DS,,SWIVEL LOUNGE CHAIR,HMLG,119.00(Unit Price),0,,,CGHZ,59.67,11.8,1,XXH-80
489BL,DS,,"ACCENT CHAIR, SKY-BLUE P/U",HMLG,45.00(Promotional Price),0,,,CGHZ,33,7.2899,1,XS-177
489WT,DS,,"ACCENT CHAIR, WHITE P/U",HMLG,29.00(Promotional Price),0,,,CGHZ,33,7.2899,1,XS-177
4906-315,DS,,CHEST W/ BALL BEARING GLIDE,HMLG,,0,,,VSVC,0,32.3,1,
4906-463,DS,,TV CHEST W/ BALL BEARING GLIDE,HMLG,,0,,,VSVC,0,27.2,1,
4950DG,DS,,"(2) DAYBED, LINEN LIKE FABRIC",HMLG,,0,,,MCCW,0,9.85,1,
4953C-1,DS,,(2/2) BACK PANEL - MHGNY D-BED,HMLG,49.12(Unit Price),0,,,MCCS,15.47,0.98,1,XXY-67
4956BK-ARF,DS,,"(1/2) DAYBED,ARMS, BLK PU",HMLG,,0,,,CGYQ,59.4,8.46,1,
4956BK-BRF,DS,,"(2/2) DAYBED,BCK/RL/TRUNDLE/SL",HMLG,,0,,,CGYQ,123.2,9.42,1,
4956CR-ARF,DS,,"(1/2) DAYBED,ARMS,CREAM PU",HMLG,,0,,,CGYQ,59.4,8.46,1,
4956CR-BRF,DS,,"(2/2) DAYBED,BCK/RL/TRUNDLE/SL",HMLG,,0,,,CGYQ,123.2,9.42,1,
4961DB,DS,,**USE 4961DB-NT**,HMLG,,0,,,CGWW,0,9.27,1,
4962DB-NT,DS,,"METAL DAYBED W/ TRUNDLE, RUSTIC",HMLG,199.00(Unit Price),0,,,CGWW,85.14,12.29,1,Y-52
4962DB-T,DS,,BOTTOM TWIN TRUNDLE,HMLG,,0,,,CGWW,0,3.74,1,
502,DS,,"BOMBE CHEST, ANTIQUE WHITE        X",HMLG,,0,,,2,77,15,1,
5022-78,DS,,"(1/2) DINING TBL TOP,UV COATING",HMLG,55.88(Promotional Price),0,,,MCGR,110.66,11.7,1,XD-104
5022-78B,DS,,"(2/2) TRESTLE TBL BASE, SHELF",HMLG,49.12(Promotional Price),0,,,MCGR,45.78,4.29,1,XD-104
5022S,DS,,SIDE CHAIR,HMLG,42.00(Unit Price),0,,,MCGR,18.48,2.46,2,XD-104
5023-24,DS,,COUNTER HEIGHT CHAIR,HMLG,25.00(Promotional Price),0,,,MCSH,20.9,2.29,2,XD-139
5023-36,DS,,"54*54 SQ COUNTER HEIGHT TABLE, SOLID WOOD TOP",HMLG,99.00(Promotional Price),0,,,MCSH,125.4,10.6,1,XD-139
5023-78,DS,,"DINING TABLE, SOLID WOOD TOP",HMLG,99.00(Promotional Price),0,,,MCSH,125.4,10.3,1,XD-138
5023-90,DS,,"(1/2) TBL TOP, EMBOSED SOLID TP",HMLG,115.88(Promotional Price),0,,,MCSH,129.8,13.1,1,XD-137
5023-90B,DS,,(2/2) TRESTLE TABLE BASE,HMLG,53.12(Promotional Price),0,,,MCSH,46.2,4.29,1,XD-137
5024-40,DS,,SERVER,HMLG,309.00(Unit Price),0,,,VPFS,146.52,18.7,1,XXD-84
5024-40R,DS,,"SERVER, DISTRESSED TOP, RF",HMLG,,0,,,O,0,18.7,1,
5024-78R,DS,,"DINING TBL, ACACIA, RF",HMLG,,0,,,O,0,14,1,
5024S-R,DS,,"\SIDE CHAIR, RF",HMLG,,0,,,O,0,3.01,2,
5025-24,DS,,"\CNTR HGHT CHAIR, BEIGE FABRIC",HMLG,42.00(Unit Price),0,,,VPFS,21.56,2.32,2,
5025-36,DS,,"(1/2) CNTR HGHT TBL TOP,2END LF",HMLG,,0,,,VPFS,127.38,12.3,1,
5025-36B,DS,,"(2/2) CNTR HGHT TBL BSE, BIRCH",HMLG,62.12(Unit Price),0,,,VPFS,38.28,5.75,1,
5025-40,DS,,SERVER,HMLG,279.00(Unit Price),0,,,VPFS,148.06,18,1,
5027-13,DS,,BENCH,HMLG,61.00(Unit Price),0,,,VCGV,27.5,4.02,1,XXD-57
5027-78,DS,,DINING TABLE,HMLG,261.00(Unit Price),0,,,VCGV,135.52,14.7,1,XXD-57
5027S,DS,,SIDE CHAIR,HMLG,57.00(Unit Price),0,,,VCGV,23.1,3.06,2,XXD-57
503,DS,,LOWBOY HAND PAINTED CHEST*        X,HMLG,,0,,,2,62,6,1,
5037-48,DS,,"DINING TABLE, ESPRESSO",HMLG,,0,,,MCCW,48.84,4.58,1,
5037S,DS,,"\SIDE CHAIR, BLK P/U, 4PCS/CTN",HMLG,,0,,,MCCW,13.2,1.77,4,
5044S,DS,,SIDE CHAIR,HMLG,32.00(Promotional Price),1,,,MCCW,14,1.72,2,XXD-144
5045-13,DS,,"47inL BENCH, 2-TONE, PINE SOLID",HMLG,65.00(Unit Price),0,,,VCHL,31.9,3,1,
5045-72,DS,,"TRESTLE TBL, DRIFT PINE SOLID",HMLG,239.00(Unit Price),0,,,VCHL,143,13.8,1,
5045S,DS,,"\SIDE CHAIR, 2-TONE            T4",HMLG,40.00(Unit Price),0,,,VCHL,46.2,2.65,2,
5046-13,DS,,"47inL BENCH, FABRIC, BLK FIN.",HMLG,65.00(Unit Price),0,,,VCHL,24.2,4.47,1,
5046-72,DS,,"TRESTLE TBL, DRIFT WD TOP, BLK",HMLG,239.00(Unit Price),0,,,VCHL,127.6,18.2,1,
5046S,DS,,"\SIDE CHAIR, FABRIC, BLK FIN.",HMLG,40.00(Unit Price),0,,,VCHL,44,2.1,2,
5047,DS,,"DINING TABLE, SOLID TOP, HAND-SCRAPED",HMLG,269.00(Unit Price),0,,,MCTW,136.4,12,1,XXD-78
5047S,DS,,SIDE CHAIR,HMLG,62.00(Unit Price),4,,,MCTW,22,2.6,2,XXD-78
5048-31,DS,,3PC PACK OCC SET,HMLG,,0,,,CJJC,0,4,1,
5057-40,DS,,SERVER,HMLG,279.00(Unit Price),0,,,VGTP,144.1,26.4,1,
5057-78,DS,,"DINING TBL, 18in LF,MANGO VNER",HMLG,189.00(Unit Price),0,,,VGTP,148.5,11.9,1,
5057S,DS,,"\SIDE CHAIR, FABRIC SEAT",HMLG,45.00(Unit Price),0,,,VGTP,22.55,2.86,2,
5059-14,DS,,BENCH,HMLG,104.00(Unit Price),0,,,MCSH,66,4.7,1,XXD-70
5059-72,DS,,"DINING TABLE, SOLID TOP, BUTTERFLY LEAF",HMLG,259.00(Unit Price),0,,,MCSH,151.8,12.2,1,XXD-70
5066,DS,,"(1/2) DNNG TBL TOP, SOLID,BTFLY",HMLG,124.88(Promotional Price),0,,,MCTW,116.6,10.8,1,XXD-68
5066-36,DS,,"(1/2) CNTR HGHT TOP, SOLID,BTFY",HMLG,239.88(Unit Price),4,,,MCTW,116.6,10.8,1,XXD-67
5066B,DS,,(2/2) DINING TBL LEGS,HMLG,28.12(Promotional Price),1,,,MCTW,20,1.7,1,XXD-68
5066S,DS,,SIDE CHAIR,HMLG,27.00(Promotional Price),0,,,MCTW,18,2.75,2,XXD-68
507,DS,,BOMBE CHEST W/MARBLE TOP          X,HMLG,,0,,,1M,135,16.5,1,
